Year, Month, Monthly_MSL, Linear_Trend, High_Conf., Low_Conf.
1901,1,-0.239,-0.31,-0.295,-0.325
1901,2,-0.355,-0.31,-0.295,-0.324
1901,4,-0.272,-0.309,-0.295,-0.324
1901,5,-0.292,-0.309,-0.294,-0.323
1901,6,-0.334,-0.309,-0.294,-0.323
1901,7,-0.338,-0.308,-0.294,-0.323
1901,8,-0.327,-0.308,-0.293,-0.323
1901,9,-0.22,-0.308,-0.293,-0.322
1901,10,-0.233,-0.307,-0.293,-0.322
1901,11,-0.259,-0.307,-0.293,-0.322
1901,12,-0.325,-0.307,-0.292,-0.321
1902,1,-0.323,-0.307,-0.292,-0.321
1902,2,-0.321,-0.306,-0.292,-0.321
1902,3,-0.328,-0.306,-0.291,-0.32
1902,4,-0.352,-0.306,-0.291,-0.32
1902,5,-0.307,-0.305,-0.291,-0.32
1902,6,-0.313,-0.305,-0.291,-0.319
1902,7,-0.334,-0.305,-0.29,-0.319
1902,8,-0.25,-0.304,-0.29,-0.319
1902,9,-0.294,-0.304,-0.29,-0.319
1902,10,-0.318,-0.304,-0.29,-0.318
1902,11,-0.204,-0.304,-0.289,-0.318
1902,12,-0.254,-0.303,-0.289,-0.318
1903,1,-0.299,-0.303,-0.289,-0.317
1903,2,-0.327,-0.303,-0.288,-0.317
1903,3,-0.186,-0.302,-0.288,-0.317
1903,4,-0.204,-0.302,-0.288,-0.316
1903,5,-0.18,-0.302,-0.288,-0.316
1903,6,-0.176,-0.302,-0.287,-0.316
1903,7,-0.27,-0.301,-0.287,-0.315
1903,8,-0.332,-0.301,-0.287,-0.315
1903,9,-0.271,-0.301,-0.286,-0.315
1903,10,-0.292,-0.3,-0.286,-0.315
1903,11,-0.252,-0.3,-0.286,-0.314
1903,12,-0.388,-0.3,-0.286,-0.314
1921,10,-0.219,-0.237,-0.226,-0.248
1921,11,-0.218,-0.237,-0.226,-0.248
1921,12,-0.162,-0.237,-0.225,-0.248
1922,1,-0.235,-0.236,-0.225,-0.247
1922,2,-0.16,-0.236,-0.225,-0.247
1922,3,-0.192,-0.236,-0.225,-0.247
1922,4,-0.222,-0.235,-0.224,-0.247
1922,5,-0.19,-0.235,-0.224,-0.246
1922,6,-0.216,-0.235,-0.224,-0.246
1922,7,-0.224,-0.235,-0.223,-0.246
1922,8,-0.24,-0.234,-0.223,-0.245
1922,9,-0.17,-0.234,-0.223,-0.245
1922,10,-0.255,-0.234,-0.223,-0.245
1922,11,-0.233,-0.233,-0.222,-0.244
1922,12,-0.266,-0.233,-0.222,-0.244
1923,1,-0.198,-0.233,-0.222,-0.244
1923,2,-0.181,-0.233,-0.222,-0.243
1923,3,-0.271,-0.232,-0.221,-0.243
1923,4,-0.191,-0.232,-0.221,-0.243
1923,5,-0.156,-0.232,-0.221,-0.243
1923,6,-0.249,-0.231,-0.22,-0.242
1923,7,-0.239,-0.231,-0.22,-0.242
1923,8,-0.335,-0.231,-0.22,-0.242
1923,9,-0.317,-0.23,-0.22,-0.241
1923,10,-0.234,-0.23,-0.219,-0.241
1923,11,-0.2,-0.23,-0.219,-0.241
1923,12,-0.275,-0.23,-0.219,-0.24
1924,1,-0.278,-0.229,-0.218,-0.24
1924,2,-0.169,-0.229,-0.218,-0.24
1924,3,-0.21,-0.229,-0.218,-0.239
1924,4,-0.228,-0.228,-0.218,-0.239
1924,5,-0.287,-0.228,-0.217,-0.239
1924,6,-0.274,-0.228,-0.217,-0.239
1924,7,-0.175,-0.228,-0.217,-0.238
1924,8,-0.185,-0.227,-0.217,-0.238
1924,9,-0.158,-0.227,-0.216,-0.238
1924,10,-0.17,-0.227,-0.216,-0.237
1924,11,-0.212,-0.226,-0.216,-0.237
1924,12,-0.235,-0.226,-0.215,-0.237
1925,1,-0.098,-0.226,-0.215,-0.236
1925,2,-0.141,-0.225,-0.215,-0.236
1925,3,-0.177,-0.225,-0.215,-0.236
1925,4,-0.149,-0.225,-0.214,-0.236
1925,5,-0.196,-0.225,-0.214,-0.235
1925,6,-0.21,-0.224,-0.214,-0.235
1925,7,-0.16,-0.224,-0.213,-0.235
1925,8,-0.106,-0.224,-0.213,-0.234
1925,9,-0.237,-0.223,-0.213,-0.234
1925,10,-0.356,-0.223,-0.213,-0.234
1925,11,-0.209,-0.223,-0.212,-0.233
1925,12,-0.29,-0.223,-0.212,-0.233
1926,1,-0.305,-0.222,-0.212,-0.233
1926,2,-0.333,-0.222,-0.211,-0.232
1926,3,-0.311,-0.222,-0.211,-0.232
1926,4,-0.265,-0.221,-0.211,-0.232
1926,5,-0.248,-0.221,-0.211,-0.232
1926,6,-0.219,-0.221,-0.21,-0.231
1926,7,-0.206,-0.221,-0.21,-0.231
1926,8,-0.21,-0.22,-0.21,-0.231
1926,9,-0.182,-0.22,-0.21,-0.23
1926,10,-0.286,-0.22,-0.209,-0.23
1926,11,-0.322,-0.219,-0.209,-0.23
1926,12,-0.241,-0.219,-0.209,-0.229
1927,1,-0.265,-0.219,-0.208,-0.229
1927,2,-0.254,-0.218,-0.208,-0.229
1927,3,-0.177,-0.218,-0.208,-0.228
1927,4,-0.173,-0.218,-0.208,-0.228
1927,5,-0.263,-0.218,-0.207,-0.228
1927,6,-0.201,-0.217,-0.207,-0.228
1927,7,-0.242,-0.217,-0.207,-0.227
1927,8,-0.225,-0.217,-0.206,-0.227
1927,9,-0.31,-0.216,-0.206,-0.227
1927,10,-0.31,-0.216,-0.206,-0.226
1927,11,-0.276,-0.216,-0.206,-0.226
1927,12,-0.183,-0.216,-0.205,-0.226
1928,1,-0.366,-0.215,-0.205,-0.225
1928,2,-0.263,-0.215,-0.205,-0.225
1928,3,-0.225,-0.215,-0.204,-0.225
1928,4,-0.249,-0.214,-0.204,-0.225
1928,5,-0.177,-0.214,-0.204,-0.224
1928,6,-0.289,-0.214,-0.204,-0.224
1928,7,-0.215,-0.213,-0.203,-0.224
1928,8,-0.201,-0.213,-0.203,-0.223
1928,9,-0.246,-0.213,-0.203,-0.223
1928,10,-0.222,-0.213,-0.203,-0.223
1928,11,-0.227,-0.212,-0.202,-0.222
1928,12,-0.119,-0.212,-0.202,-0.222
1929,1,-0.278,-0.212,-0.202,-0.222
1929,2,-0.12,-0.211,-0.201,-0.221
1929,3,-0.256,-0.211,-0.201,-0.221
1929,4,-0.207,-0.211,-0.201,-0.221
1929,5,-0.284,-0.211,-0.201,-0.221
1929,6,-0.125,-0.21,-0.2,-0.22
1929,7,-0.187,-0.21,-0.2,-0.22
1929,8,-0.228,-0.21,-0.2,-0.22
1929,9,-0.225,-0.209,-0.199,-0.219
1929,10,-0.307,-0.209,-0.199,-0.219
1929,11,-0.224,-0.209,-0.199,-0.219
1929,12,-0.284,-0.209,-0.199,-0.218
1930,1,-0.079,-0.208,-0.198,-0.218
1930,2,-0.138,-0.208,-0.198,-0.218
1930,3,-0.262,-0.208,-0.198,-0.217
1930,4,-0.182,-0.207,-0.197,-0.217
1930,5,-0.308,-0.207,-0.197,-0.217
1930,6,-0.253,-0.207,-0.197,-0.217
1930,7,-0.266,-0.206,-0.197,-0.216
1930,8,-0.234,-0.206,-0.196,-0.216
1930,9,-0.384,-0.206,-0.196,-0.216
1930,10,-0.24,-0.206,-0.196,-0.215
1930,11,-0.282,-0.205,-0.196,-0.215
1930,12,-0.229,-0.205,-0.195,-0.215
1931,1,-0.268,-0.205,-0.195,-0.214
1931,2,-0.15,-0.204,-0.195,-0.214
1931,3,-0.113,-0.204,-0.194,-0.214
1931,4,-0.28,-0.204,-0.194,-0.214
1931,5,-0.342,-0.204,-0.194,-0.213
1931,6,-0.304,-0.203,-0.194,-0.213
1931,7,-0.251,-0.203,-0.193,-0.213
1931,8,-0.362,-0.203,-0.193,-0.212
1931,9,-0.338,-0.202,-0.193,-0.212
1931,10,-0.286,-0.202,-0.192,-0.212
1931,11,-0.31,-0.202,-0.192,-0.211
1931,12,-0.195,-0.201,-0.192,-0.211
1932,1,-0.204,-0.201,-0.192,-0.211
1932,2,-0.181,-0.201,-0.191,-0.21
1932,3,-0.286,-0.201,-0.191,-0.21
1932,4,-0.268,-0.2,-0.191,-0.21
1932,5,-0.248,-0.2,-0.19,-0.21
1932,6,-0.225,-0.2,-0.19,-0.209
1932,7,-0.276,-0.199,-0.19,-0.209
1932,8,-0.216,-0.199,-0.19,-0.209
1932,9,-0.149,-0.199,-0.189,-0.208
1932,10,-0.28,-0.199,-0.189,-0.208
1932,11,-0.142,-0.198,-0.189,-0.208
1932,12,-0.128,-0.198,-0.189,-0.207
1933,1,-0.107,-0.198,-0.188,-0.207
1933,2,-0.184,-0.197,-0.188,-0.207
1933,3,-0.207,-0.197,-0.188,-0.207
1933,4,-0.1,-0.197,-0.187,-0.206
1933,5,-0.217,-0.197,-0.187,-0.206
1933,6,-0.17,-0.196,-0.187,-0.206
1933,7,-0.148,-0.196,-0.187,-0.205
1933,8,-0.118,-0.196,-0.186,-0.205
1933,9,-0.228,-0.195,-0.186,-0.205
1933,10,-0.139,-0.195,-0.186,-0.204
1933,11,-0.218,-0.195,-0.185,-0.204
1933,12,-0.232,-0.194,-0.185,-0.204
1934,1,-0.229,-0.194,-0.185,-0.203
1934,2,-0.217,-0.194,-0.185,-0.203
1934,3,-0.253,-0.194,-0.184,-0.203
1934,4,-0.213,-0.193,-0.184,-0.203
1934,5,-0.205,-0.193,-0.184,-0.202
1934,6,-0.295,-0.193,-0.183,-0.202
1934,7,-0.248,-0.192,-0.183,-0.202
1934,8,-0.313,-0.192,-0.183,-0.201
1934,9,-0.268,-0.192,-0.183,-0.201
1934,10,-0.155,-0.192,-0.182,-0.201
1934,11,-0.243,-0.191,-0.182,-0.2
1934,12,-0.195,-0.191,-0.182,-0.2
1935,1,-0.073,-0.191,-0.182,-0.2
1935,2,-0.19,-0.19,-0.181,-0.2
1935,3,-0.204,-0.19,-0.181,-0.199
1935,4,-0.134,-0.19,-0.181,-0.199
1935,5,-0.199,-0.189,-0.18,-0.199
1935,6,-0.213,-0.189,-0.18,-0.198
1935,7,-0.224,-0.189,-0.18,-0.198
1935,8,-0.207,-0.189,-0.18,-0.198
1935,9,-0.225,-0.188,-0.179,-0.197
1935,10,-0.213,-0.188,-0.179,-0.197
1935,11,-0.072,-0.188,-0.179,-0.197
1935,12,-0.208,-0.187,-0.178,-0.196
1936,1,-0.235,-0.187,-0.178,-0.196
1936,2,-0.166,-0.187,-0.178,-0.196
1936,3,-0.247,-0.187,-0.178,-0.196
1936,4,-0.188,-0.186,-0.177,-0.195
1936,5,-0.132,-0.186,-0.177,-0.195
1936,6,-0.103,-0.186,-0.177,-0.195
1936,7,-0.215,-0.185,-0.176,-0.194
1936,8,-0.188,-0.185,-0.176,-0.194
1936,9,-0.179,-0.185,-0.176,-0.194
1936,10,-0.158,-0.185,-0.176,-0.193
1936,11,-0.261,-0.184,-0.175,-0.193
1936,12,-0.092,-0.184,-0.175,-0.193
1937,1,-0.101,-0.184,-0.175,-0.193
1937,2,-0.068,-0.183,-0.174,-0.192
1937,3,-0.161,-0.183,-0.174,-0.192
1937,4,-0.164,-0.183,-0.174,-0.192
1937,5,-0.141,-0.182,-0.174,-0.191
1937,6,-0.207,-0.182,-0.173,-0.191
1937,7,-0.209,-0.182,-0.173,-0.191
1937,8,-0.173,-0.182,-0.173,-0.19
1937,9,-0.155,-0.181,-0.173,-0.19
1937,10,-0.188,-0.181,-0.172,-0.19
1937,11,-0.221,-0.181,-0.172,-0.189
1937,12,-0.186,-0.18,-0.172,-0.189
1938,1,-0.168,-0.18,-0.171,-0.189
1938,2,-0.15,-0.18,-0.171,-0.189
1938,3,-0.174,-0.18,-0.171,-0.188
1938,4,-0.258,-0.179,-0.171,-0.188
1938,5,-0.19,-0.179,-0.17,-0.188
1938,6,-0.192,-0.179,-0.17,-0.187
1938,7,-0.184,-0.178,-0.17,-0.187
1938,8,-0.255,-0.178,-0.169,-0.187
1938,9,-0.234,-0.178,-0.169,-0.186
1938,10,-0.118,-0.177,-0.169,-0.186
1938,11,-0.084,-0.177,-0.169,-0.186
1938,12,-0.131,-0.177,-0.168,-0.186
1939,1,-0.186,-0.177,-0.168,-0.185
1939,2,-0.227,-0.176,-0.168,-0.185
1939,3,-0.164,-0.176,-0.167,-0.185
1939,4,-0.219,-0.176,-0.167,-0.184
1939,5,-0.153,-0.175,-0.167,-0.184
1939,6,-0.198,-0.175,-0.167,-0.184
1939,7,-0.135,-0.175,-0.166,-0.183
1939,8,-0.228,-0.175,-0.166,-0.183
1939,9,-0.137,-0.174,-0.166,-0.183
1939,10,-0.222,-0.174,-0.165,-0.182
1939,11,-0.206,-0.174,-0.165,-0.182
1939,12,-0.247,-0.173,-0.165,-0.182
1940,1,-0.25,-0.173,-0.165,-0.182
1940,2,-0.248,-0.173,-0.164,-0.181
1940,3,-0.189,-0.173,-0.164,-0.181
1940,4,-0.255,-0.172,-0.164,-0.181
1940,5,-0.202,-0.172,-0.164,-0.18
1940,6,-0.265,-0.172,-0.163,-0.18
1940,7,-0.181,-0.171,-0.163,-0.18
1940,8,-0.039,-0.171,-0.163,-0.179
1940,9,-0.134,-0.171,-0.162,-0.179
1940,10,-0.164,-0.17,-0.162,-0.179
1940,11,-0.212,-0.17,-0.162,-0.179
1940,12,-0.174,-0.17,-0.162,-0.178
1941,1,-0.086,-0.17,-0.161,-0.178
1941,2,-0.147,-0.169,-0.161,-0.178
1941,3,-0.259,-0.169,-0.161,-0.177
1941,4,-0.188,-0.169,-0.16,-0.177
1941,5,-0.266,-0.168,-0.16,-0.177
1941,6,-0.182,-0.168,-0.16,-0.176
1941,7,-0.224,-0.168,-0.16,-0.176
1941,8,-0.24,-0.168,-0.159,-0.176
1941,9,-0.222,-0.167,-0.159,-0.175
1941,10,-0.246,-0.167,-0.159,-0.175
1941,11,-0.194,-0.167,-0.158,-0.175
1941,12,-0.208,-0.166,-0.158,-0.175
1942,1,-0.171,-0.166,-0.158,-0.174
1942,2,-0.096,-0.166,-0.158,-0.174
1942,3,-0.268,-0.165,-0.157,-0.174
1942,4,-0.149,-0.165,-0.157,-0.173
1942,5,-0.147,-0.165,-0.157,-0.173
1942,6,-0.149,-0.165,-0.156,-0.173
1942,7,-0.169,-0.164,-0.156,-0.172
1942,8,-0.176,-0.164,-0.156,-0.172
1942,9,-0.195,-0.164,-0.156,-0.172
1942,10,-0.088,-0.163,-0.155,-0.172
1942,11,-0.166,-0.163,-0.155,-0.171
1942,12,-0.202,-0.163,-0.155,-0.171
1943,1,-0.177,-0.163,-0.155,-0.171
1943,2,-0.23,-0.162,-0.154,-0.17
1943,3,-0.134,-0.162,-0.154,-0.17
1943,4,-0.118,-0.162,-0.154,-0.17
1943,5,-0.116,-0.161,-0.153,-0.169
1943,6,-0.137,-0.161,-0.153,-0.169
1943,7,-0.138,-0.161,-0.153,-0.169
1943,8,-0.109,-0.161,-0.153,-0.169
1943,9,-0.103,-0.16,-0.152,-0.168
1943,10,-0.097,-0.16,-0.152,-0.168
1943,11,-0.176,-0.16,-0.152,-0.168
1943,12,-0.153,-0.159,-0.151,-0.167
1944,1,-0.086,-0.159,-0.151,-0.167
1944,2,-0.129,-0.159,-0.151,-0.167
1944,3,-0.085,-0.158,-0.151,-0.166
1944,4,-0.091,-0.158,-0.15,-0.166
1944,5,-0.083,-0.158,-0.15,-0.166
1944,6,-0.051,-0.158,-0.15,-0.165
1944,7,-0.01,-0.157,-0.149,-0.165
1944,8,-0.112,-0.157,-0.149,-0.165
1944,9,-0.173,-0.157,-0.149,-0.165
1944,10,-0.124,-0.156,-0.149,-0.164
1944,11,-0.121,-0.156,-0.148,-0.164
1944,12,-0.195,-0.156,-0.148,-0.164
1945,1,-0.14,-0.156,-0.148,-0.163
1945,2,-0.23,-0.155,-0.147,-0.163
1945,3,-0.204,-0.155,-0.147,-0.163
1945,4,-0.1,-0.155,-0.147,-0.162
1945,5,-0.174,-0.154,-0.147,-0.162
1945,6,-0.173,-0.154,-0.146,-0.162
1945,7,-0.096,-0.154,-0.146,-0.162
1945,8,-0.149,-0.154,-0.146,-0.161
1945,9,-0.149,-0.153,-0.145,-0.161
1945,10,-0.069,-0.153,-0.145,-0.161
1945,11,-0.136,-0.153,-0.145,-0.16
1945,12,-0.055,-0.152,-0.145,-0.16
1946,1,-0.113,-0.152,-0.144,-0.16
1946,2,-0.187,-0.152,-0.144,-0.159
1946,3,-0.085,-0.151,-0.144,-0.159
1946,4,-0.073,-0.151,-0.143,-0.159
1946,5,-0.126,-0.151,-0.143,-0.159
1946,6,-0.167,-0.151,-0.143,-0.158
1946,7,-0.111,-0.15,-0.143,-0.158
1946,8,-0.167,-0.15,-0.142,-0.158
1946,9,-0.1,-0.15,-0.142,-0.157
1946,10,-0.036,-0.149,-0.142,-0.157
1946,11,-0.008,-0.149,-0.142,-0.157
1946,12,-0.074,-0.149,-0.141,-0.156
1947,1,-0.076,-0.149,-0.141,-0.156
1947,2,-0.193,-0.148,-0.141,-0.156
1947,3,-0.189,-0.148,-0.14,-0.156
1947,4,-0.164,-0.148,-0.14,-0.155
1947,5,-0.177,-0.147,-0.14,-0.155
1947,6,-0.048,-0.147,-0.14,-0.155
1947,7,-0.093,-0.147,-0.139,-0.154
1947,8,-0.13,-0.146,-0.139,-0.154
1947,9,-0.064,-0.146,-0.139,-0.154
1947,10,-0.072,-0.146,-0.138,-0.153
1947,11,0.074,-0.146,-0.138,-0.153
1947,12,0.042,-0.145,-0.138,-0.153
1948,1,-0.006,-0.145,-0.138,-0.152
1948,2,0.029,-0.145,-0.137,-0.152
1948,3,0.031,-0.144,-0.137,-0.152
1948,4,0.013,-0.144,-0.137,-0.152
1948,5,-0.025,-0.144,-0.136,-0.151
1948,6,-0.042,-0.144,-0.136,-0.151
1948,7,-0.09,-0.143,-0.136,-0.151
1948,8,-0.082,-0.143,-0.136,-0.15
1948,9,0.007,-0.143,-0.135,-0.15
1948,10,-0.015,-0.142,-0.135,-0.15
1948,11,-0.032,-0.142,-0.135,-0.149
1948,12,-0.049,-0.142,-0.134,-0.149
1949,1,-0.113,-0.142,-0.134,-0.149
1949,2,-0.062,-0.141,-0.134,-0.149
1949,3,-0.125,-0.141,-0.134,-0.148
1949,4,-0.106,-0.141,-0.133,-0.148
1949,5,-0.043,-0.14,-0.133,-0.148
1949,6,-0.018,-0.14,-0.133,-0.147
1949,7,-0.032,-0.14,-0.132,-0.147
1949,8,-0.097,-0.139,-0.132,-0.147
1949,9,-0.067,-0.139,-0.132,-0.146
1949,10,-0.002,-0.139,-0.132,-0.146
1949,11,-0.169,-0.139,-0.131,-0.146
1949,12,-0.071,-0.138,-0.131,-0.146
1950,1,-0.153,-0.138,-0.131,-0.145
1950,2,-0.093,-0.138,-0.13,-0.145
1950,3,-0.122,-0.137,-0.13,-0.145
1950,4,-0.094,-0.137,-0.13,-0.144
1950,5,-0.089,-0.137,-0.13,-0.144
1950,6,-0.146,-0.137,-0.129,-0.144
1950,7,-0.224,-0.136,-0.129,-0.143
1950,8,-0.079,-0.136,-0.129,-0.143
1950,9,-0.112,-0.136,-0.128,-0.143
1950,10,-0.115,-0.135,-0.128,-0.143
1950,11,-0.252,-0.135,-0.128,-0.142
1950,12,-0.125,-0.135,-0.128,-0.142
1951,1,-0.131,-0.134,-0.127,-0.142
1951,2,-0.135,-0.134,-0.127,-0.141
1951,3,-0.076,-0.134,-0.127,-0.141
1951,4,-0.115,-0.134,-0.126,-0.141
1951,5,-0.12,-0.133,-0.126,-0.14
1951,6,-0.094,-0.133,-0.126,-0.14
1951,7,-0.169,-0.133,-0.126,-0.14
1951,8,-0.143,-0.132,-0.125,-0.14
1951,9,-0.164,-0.132,-0.125,-0.139
1951,10,-0.021,-0.132,-0.125,-0.139
1951,11,-0.105,-0.132,-0.125,-0.139
1951,12,-0.11,-0.131,-0.124,-0.138
1952,1,-0.101,-0.131,-0.124,-0.138
1952,2,-0.056,-0.131,-0.124,-0.138
1952,3,-0.061,-0.13,-0.123,-0.137
1952,4,-0.127,-0.13,-0.123,-0.137
1952,5,-0.101,-0.13,-0.123,-0.137
1952,6,-0.198,-0.13,-0.123,-0.137
1952,7,-0.117,-0.129,-0.122,-0.136
1952,8,-0.13,-0.129,-0.122,-0.136
1952,9,-0.082,-0.129,-0.122,-0.136
